die_id,lot_id,chamber_temp_c,stress_voltage_v,etch_rate_nm_min,leakage_current_0h_ua,standby_current_0h_ma,v_threshold_0h_v,leakage_current_24h_ua,standby_current_24h_ma,v_threshold_24h_v,leakage_current_96h_ua,leakage_current_168h_ua,standby_current_168h_ma,v_threshold_168h_v,sensor_channel_1,sensor_channel_2,sensor_channel_3,defect_type,is_defect_168h
LOT_002_DIE_04451,LOT_002,126.32,3.553,517.68,16.76,2.335,0.7143,16.921,2.346,0.711,18.025,18.861,2.4,0.7102,102.48,42.61,1.24,PASS,0
LOT_003_DIE_04452,LOT_003,124.28,3.581,487.14,43.144,3.935,0.6853,55.168,4.833,0.6618,98.013,132.349,7.079,0.5748,117.88,36.79,1.24,LATENT_CONTEXTUAL_OUTLIER,1
LOT_004_DIE_04453,LOT_004,123.97,3.56,490.82,13.428,2.746,0.7365,13.75,2.752,0.7328,14.615,14.652,2.776,0.7278,101.01,40.85,1.322,PASS,0
LOT_005_DIE_04454,LOT_005,126.57,3.617,510.03,10.481,2.726,0.7102,11.173,2.736,0.7076,11.725,12.49,2.797,0.7012,98.74,44.57,1.227,PASS,0
LOT_006_DIE_04455,LOT_006,125.91,3.593,481.81,8.706,2.624,0.7526,8.81,2.638,0.7496,9.687,10.52,2.677,0.7452,90.64,43.77,1.242,PASS,0
LOT_007_DIE_04456,LOT_007,124.17,3.502,479.84,7.665,2.733,0.658,8.186,2.744,0.6557,9.002,9.715,2.791,0.6507,97.48,48.22,1.299,PASS,0
LOT_008_DIE_04457,LOT_008,126.64,3.577,507.5,13.911,2.718,0.702,14.448,2.757,0.6981,15.687,16.225,2.754,0.6967,103.41,39.32,1.158,PASS,0
LOT_009_DIE_04458,LOT_009,124.87,3.564,484.36,15.517,2.46,0.7126,15.984,2.49,0.7092,16.634,17.571,2.53,0.7035,96.59,42.9,1.144,PASS,0
LOT_010_DIE_04459,LOT_010,124.64,3.638,493.98,11.753,2.592,0.736,12.007,2.63,0.7327,13.187,13.916,2.665,0.728,105.63,43.12,1.292,PASS,0
LOT_011_DIE_04460,LOT_011,125.87,3.591,506.86,8.548,2.486,0.6968,9.252,2.497,0.6921,10.002,10.435,2.501,0.6922,105.34,43.91,1.186,PASS,0
LOT_012_DIE_04461,LOT_012,125.17,3.577,483.65,15.327,2.434,0.6647,15.734,2.447,0.6618,16.475,17.454,2.479,0.6553,103.11,45.83,1.368,PASS,0
LOT_013_DIE_04462,LOT_013,124.52,3.556,519.75,13.182,2.483,0.7385,13.611,2.511,0.7363,13.799,14.548,2.519,0.729,96.81,42.58,1.233,PASS,0
LOT_014_DIE_04463,LOT_014,122.8,3.597,510.36,9.359,2.587,0.7067,9.555,2.621,0.7038,9.786,10.705,2.599,0.6993,103.46,46.06,1.278,PASS,0
LOT_015_DIE_04464,LOT_015,127.07,3.632,514.54,9.148,2.619,0.6981,9.497,2.651,0.6938,10.819,11.427,2.663,0.6917,99.15,48.12,1.292,PASS,0
LOT_016_DIE_04465,LOT_016,126.18,3.699,503.71,11.54,2.367,0.6812,11.946,2.383,0.6774,12.939,13.421,2.414,0.673,100.47,45.14,1.175,PASS,0
LOT_017_DIE_04466,LOT_017,124.75,3.592,533.86,10.6,2.489,0.6804,10.864,2.508,0.6772,11.569,12.217,2.533,0.6741,103.26,40.96,1.277,PASS,0
LOT_018_DIE_04467,LOT_018,125.6,3.623,487.87,11.316,2.44,0.7319,11.736,2.483,0.7283,12.145,12.533,2.477,0.7196,103.94,45.47,1.239,PASS,0
LOT_019_DIE_04468,LOT_019,125.2,3.597,526.46,10.952,2.823,0.68,10.95,2.822,0.6775,11.366,11.852,2.886,0.6705,102.64,46.53,1.279,PASS,0
LOT_020_DIE_04469,LOT_020,126.22,3.579,507.24,11.752,2.294,0.7123,12.29,2.312,0.7078,13.661,14.624,2.317,0.7003,100.63,44.91,1.271,PASS,0
LOT_021_DIE_04470,LOT_021,123.18,3.544,500.07,13.838,2.361,0.6873,13.965,2.374,0.6837,15.059,15.768,2.412,0.6839,94.35,40.43,1.218,PASS,0
LOT_022_DIE_04471,LOT_022,123.76,3.564,517.14,8.372,2.567,0.7024,8.57,2.596,0.7011,9.547,9.97,2.6,0.6949,98.84,47.26,1.327,PASS,0
LOT_023_DIE_04472,LOT_023,124.64,3.548,486.29,9.409,2.457,0.673,9.869,2.484,0.67,11.005,11.657,2.511,0.6626,101.22,46.94,1.216,PASS,0
LOT_024_DIE_04473,LOT_024,124.73,3.621,482.58,12.727,3.013,0.7129,26.309,3.216,0.7021,48.888,79.355,4.01,0.6671,109.22,40.76,1.224,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_025_DIE_04474,LOT_025,124.49,3.567,478.05,10.991,2.586,0.716,11.237,2.607,0.7135,11.802,12.707,2.657,0.7077,99.48,38.81,1.362,PASS,0
LOT_026_DIE_04475,LOT_026,125.48,3.648,492.02,14.175,2.552,0.7179,14.408,2.573,0.7159,15.472,16.123,2.583,0.7106,101.2,46.74,1.269,PASS,0
LOT_027_DIE_04476,LOT_027,123.83,3.596,511.1,8.205,2.696,0.7369,8.611,2.722,0.7338,9.943,10.123,2.747,0.7278,107.64,44.11,1.162,PASS,0
LOT_028_DIE_04477,LOT_028,126.44,3.625,528.12,11.652,2.295,0.6788,12.022,2.326,0.6777,12.755,13.317,2.353,0.6707,100.38,42.1,1.307,PASS,0
LOT_029_DIE_04478,LOT_029,125.49,3.607,491.19,10.009,2.263,0.711,10.31,2.284,0.7079,10.98,11.154,2.332,0.7008,104.16,42.61,1.307,PASS,0
LOT_030_DIE_04479,LOT_030,125.13,3.625,506.04,7.736,2.416,0.6378,8.072,2.435,0.6342,9.294,9.969,2.484,0.6311,99.1,46.6,1.263,PASS,0
LOT_031_DIE_04480,LOT_031,124.7,3.619,512.16,12.218,2.559,0.7364,12.783,2.584,0.7341,13.386,14.429,2.654,0.7318,100.96,44.53,1.259,PASS,0
LOT_032_DIE_04481,LOT_032,125.26,3.534,494.81,7.478,2.544,0.7131,7.875,2.555,0.7099,8.976,9.933,2.625,0.7046,100.98,45.02,1.315,PASS,0
LOT_033_DIE_04482,LOT_033,124.32,3.56,495.7,7.345,2.48,0.684,7.805,2.53,0.6816,8.493,9.386,2.527,0.6737,101.3,45.37,1.308,PASS,0
LOT_034_DIE_04483,LOT_034,126.75,3.601,510.63,14.832,2.684,0.6675,15.57,2.704,0.6639,15.943,16.476,2.738,0.6585,97.99,40.09,1.295,PASS,0
LOT_035_DIE_04484,LOT_035,127.58,3.576,517.55,15.82,2.685,0.6972,16.288,2.718,0.695,16.721,17.604,2.715,0.6901,99.62,40.92,1.268,PASS,0
LOT_036_DIE_04485,LOT_036,125.18,3.633,476.73,12.826,2.703,0.6983,13.209,2.733,0.6954,14.327,14.701,2.711,0.6878,89.65,41.82,1.038,PASS,0
LOT_037_DIE_04486,LOT_037,125.83,3.595,498.04,10.195,2.372,0.7063,10.721,2.38,0.7043,11.125,11.803,2.469,0.7009,108.23,43.13,1.25,PASS,0
LOT_038_DIE_04487,LOT_038,125.05,3.564,500.55,10.928,2.59,0.748,11.73,2.618,0.7466,12.405,12.459,2.632,0.7418,102.34,40.97,1.27,PASS,0
LOT_039_DIE_04488,LOT_039,123.87,3.544,488.91,12.089,2.577,0.7549,12.504,2.593,0.7526,13.799,14.127,2.636,0.7461,104.79,45.71,1.155,PASS,0
LOT_040_DIE_04489,LOT_040,126.86,3.653,528.02,12.005,2.815,0.7118,25.553,3.222,0.7003,41.562,74.682,3.96,0.6675,114.03,38.05,1.321,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_041_DIE_04490,LOT_041,123.02,3.613,519.57,7.666,2.39,0.7176,8.145,2.406,0.7156,9.317,10.166,2.45,0.7129,101.1,43.16,1.218,PASS,0
LOT_042_DIE_04491,LOT_042,126.19,3.641,512.35,10.33,2.641,0.7049,10.989,2.656,0.7027,11.652,12.205,2.709,0.6979,100.73,48.04,1.442,PASS,0
LOT_043_DIE_04492,LOT_043,123.23,3.605,506.81,7.602,2.648,0.7149,7.956,2.661,0.7108,8.884,9.31,2.716,0.7091,97.99,48.06,1.172,PASS,0
LOT_044_DIE_04493,LOT_044,126.54,3.565,486.42,15.97,2.502,0.7157,16.332,2.525,0.7111,17.047,18.24,2.554,0.7098,101.91,46.15,1.253,PASS,0
LOT_045_DIE_04494,LOT_045,125.78,3.611,501.1,11.006,2.57,0.7011,11.437,2.579,0.6982,11.966,12.448,2.628,0.6941,105.08,47.33,1.121,PASS,0
LOT_046_DIE_04495,LOT_046,126.98,3.549,486.38,13.336,2.643,0.6941,13.985,2.673,0.6914,14.572,15.489,2.677,0.6851,97.7,42.8,1.293,PASS,0
LOT_047_DIE_04496,LOT_047,124.5,3.604,518.25,12.422,2.723,0.7136,24.603,3.038,0.6962,49.301,91.491,4.265,0.6637,124.59,39.04,1.347,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_048_DIE_04497,LOT_048,123.3,3.633,509.8,11.028,2.431,0.6946,11.354,2.465,0.6909,12.186,12.351,2.51,0.6855,97.91,44.44,1.274,PASS,0
LOT_049_DIE_04498,LOT_049,124.96,3.635,476.52,13.015,2.509,0.6569,13.55,2.531,0.6534,14.156,14.716,2.579,0.648,105.01,51.71,1.257,PASS,0
LOT_050_DIE_04499,LOT_050,126.15,3.56,475.25,10.937,2.41,0.6717,11.423,2.426,0.6678,12.35,12.652,2.473,0.6656,100.4,45.38,1.321,PASS,0
LOT_001_DIE_04500,LOT_001,122.96,3.622,480.98,13.295,2.359,0.7269,13.369,2.386,0.7237,14.244,14.704,2.41,0.722,97.74,44.19,1.257,PASS,0
LOT_002_DIE_04501,LOT_002,126.15,3.593,503.62,14.278,2.47,0.7167,14.812,2.486,0.7137,15.265,15.768,2.518,0.7074,99.58,46.82,1.291,PASS,0
LOT_003_DIE_04502,LOT_003,124.25,3.584,509.33,12.568,2.393,0.7341,12.754,2.397,0.7303,13.593,14.107,2.465,0.7257,104.72,43.46,1.268,PASS,0
LOT_004_DIE_04503,LOT_004,124.83,3.594,498.11,11.344,2.572,0.749,11.488,2.6,0.7457,11.966,12.276,2.616,0.742,98.82,45.7,1.335,PASS,0
LOT_005_DIE_04504,LOT_005,123.52,3.53,525.11,10.952,2.661,0.7237,11.338,2.678,0.7212,12.122,12.525,2.674,0.7172,107.65,44.5,1.243,PASS,0
LOT_006_DIE_04505,LOT_006,123.82,3.638,490.19,8.934,2.62,0.7474,9.299,2.658,0.7442,9.976,10.521,2.679,0.7377,96.14,45.62,1.159,PASS,0
LOT_007_DIE_04506,LOT_007,122.59,3.605,502.57,6.919,2.662,0.6723,7.338,2.689,0.6694,7.953,8.096,2.69,0.6657,94.55,49.29,1.305,PASS,0
LOT_008_DIE_04507,LOT_008,125.61,3.597,504.35,13.958,2.442,0.6953,14.063,2.474,0.6903,14.743,15.1,2.475,0.6883,89.74,43.61,1.246,PASS,0
LOT_009_DIE_04508,LOT_009,126.83,3.55,479.01,12.308,2.537,0.6812,12.741,2.575,0.6786,13.276,13.38,2.562,0.6703,101.15,45.91,1.147,PASS,0
LOT_010_DIE_04509,LOT_010,124.42,3.598,469.25,11.471,2.506,0.7174,23.995,3.006,0.7007,50.545,97.243,4.134,0.6353,114.52,37.35,1.321,LATENT_DRIFT_RUNAWAY,1
LOT_011_DIE_04510,LOT_011,126.23,3.528,493.26,8.537,2.423,0.702,8.752,2.457,0.6989,9.737,10.317,2.454,0.6985,102.61,44.76,1.338,PASS,0
LOT_012_DIE_04511,LOT_012,123.8,3.61,479.88,14.103,2.636,0.7019,14.519,2.67,0.6999,15.87,16.358,2.68,0.6928,97.06,45.84,1.226,PASS,0
LOT_013_DIE_04512,LOT_013,123.82,3.586,541.19,14.867,2.428,0.7086,15.293,2.444,0.7063,16.195,16.876,2.448,0.6976,104.82,47.06,1.153,PASS,0
LOT_014_DIE_04513,LOT_014,125.17,3.726,522.29,11.513,2.7,0.7149,11.578,2.732,0.7109,12.16,12.251,2.755,0.7071,90.36,45.68,1.177,PASS,0
LOT_015_DIE_04514,LOT_015,123.8,3.545,507.6,11.178,2.56,0.6732,11.608,2.572,0.6695,12.37,13.045,2.627,0.6636,101.82,45.61,1.282,PASS,0
LOT_016_DIE_04515,LOT_016,124.61,3.527,518.58,6.965,2.498,0.7039,7.359,2.516,0.7007,7.993,8.785,2.54,0.6956,103.58,48.06,1.214,PASS,0
LOT_017_DIE_04516,LOT_017,125.42,3.532,508.15,10.884,2.547,0.6657,11.683,2.556,0.6618,12.134,12.618,2.562,0.6591,98.85,43.91,1.236,PASS,0
LOT_018_DIE_04517,LOT_018,126.41,3.606,488.73,10.47,2.494,0.7255,10.955,2.508,0.7219,11.868,12.834,2.562,0.719,97.33,41.74,1.136,PASS,0
LOT_019_DIE_04518,LOT_019,126.47,3.583,517.51,11.836,2.869,0.6697,11.999,2.887,0.6664,12.849,13.603,2.929,0.6615,96.28,45.67,1.326,PASS,0
LOT_020_DIE_04519,LOT_020,124.9,3.625,505.84,10.23,2.595,0.7565,10.773,2.638,0.7531,11.311,11.891,2.658,0.7493,100.08,47.24,1.239,PASS,0
LOT_021_DIE_04520,LOT_021,124.69,3.595,509.48,13.101,2.783,0.731,13.408,2.808,0.7277,13.693,14.147,2.803,0.7245,98.15,43.84,1.202,PASS,0
LOT_022_DIE_04521,LOT_022,127.09,3.571,513.01,8.58,2.494,0.6767,9.04,2.531,0.6733,10.169,10.813,2.505,0.6695,104.12,45.21,1.206,PASS,0
LOT_023_DIE_04522,LOT_023,127.91,3.548,486.98,10.291,2.624,0.7042,10.971,2.653,0.7019,11.5,11.661,2.67,0.6964,108.47,46.72,1.17,PASS,0
LOT_024_DIE_04523,LOT_024,125.71,3.579,487.28,9.199,2.617,0.7292,9.38,2.647,0.7282,10.417,11.061,2.642,0.7232,93.21,47.38,1.237,PASS,0
LOT_025_DIE_04524,LOT_025,126.46,3.592,496.69,13.811,2.306,0.7333,25.322,2.694,0.7156,47.866,73.064,4.099,0.6687,117.4,38.78,1.316,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_026_DIE_04525,LOT_026,125.05,3.642,496.88,13.854,2.639,0.7287,14.217,2.651,0.7246,15.217,15.943,2.695,0.7221,105.58,44.18,1.164,PASS,0
LOT_027_DIE_04526,LOT_027,124.02,3.627,512.67,9.627,2.239,0.7233,9.895,2.25,0.7215,10.479,11.421,2.287,0.7136,97.43,45.32,1.223,PASS,0
LOT_028_DIE_04527,LOT_028,124.17,3.653,527.62,9.135,2.519,0.6824,9.676,2.537,0.6779,10.79,11.179,2.58,0.6738,102.0,44.85,1.209,PASS,0
LOT_029_DIE_04528,LOT_029,123.97,3.603,485.37,12.489,2.409,0.7002,12.675,2.437,0.6988,13.443,14.482,2.455,0.6936,93.81,45.27,1.263,PASS,0
LOT_030_DIE_04529,LOT_030,123.78,3.616,515.5,7.209,2.443,0.6587,7.793,2.463,0.6544,8.584,9.165,2.516,0.6504,96.02,46.45,1.269,PASS,0
LOT_031_DIE_04530,LOT_031,125.38,3.527,519.6,12.824,2.523,0.7039,13.332,2.554,0.6999,13.954,14.715,2.577,0.6969,100.56,44.7,1.325,PASS,0
LOT_032_DIE_04531,LOT_032,123.85,3.582,498.53,8.469,2.249,0.6997,8.949,2.27,0.6971,10.454,10.846,2.328,0.6942,95.26,47.87,1.144,PASS,0
LOT_033_DIE_04532,LOT_033,126.77,3.628,493.48,9.361,2.349,0.6945,10.017,2.369,0.6921,10.517,10.972,2.422,0.6879,105.49,42.33,1.349,PASS,0
LOT_034_DIE_04533,LOT_034,128.09,3.621,480.86,14.653,2.293,0.6986,15.221,2.296,0.6959,15.822,16.186,2.311,0.6892,98.18,44.15,1.212,PASS,0
LOT_035_DIE_04534,LOT_035,123.28,3.553,536.56,15.657,2.397,0.6814,16.231,2.431,0.6765,16.888,17.469,2.452,0.6748,95.05,43.36,1.23,PASS,0
LOT_036_DIE_04535,LOT_036,122.61,3.624,509.85,14.217,2.37,0.7121,14.677,2.395,0.7104,15.388,16.043,2.405,0.7059,107.28,42.94,1.139,PASS,0
LOT_037_DIE_04536,LOT_037,123.69,3.61,510.86,10.343,2.92,0.7419,10.75,2.938,0.7398,11.642,12.093,2.97,0.7326,101.5,44.51,1.189,PASS,0
LOT_038_DIE_04537,LOT_038,124.66,3.613,505.17,9.075,2.503,0.7324,9.746,2.522,0.7294,10.527,11.526,2.538,0.7215,99.87,48.72,1.255,PASS,0
LOT_039_DIE_04538,LOT_039,124.39,3.595,485.69,12.516,2.521,0.7512,12.964,2.525,0.7482,13.6,14.132,2.579,0.7432,106.33,45.14,1.277,PASS,0
LOT_040_DIE_04539,LOT_040,125.87,3.547,513.8,11.598,2.373,0.6741,12.234,2.379,0.672,12.906,14.176,2.438,0.6683,104.3,45.9,1.382,PASS,0
LOT_041_DIE_04540,LOT_041,123.98,3.641,514.26,6.222,2.668,0.696,6.567,2.702,0.6921,6.814,7.326,2.709,0.6875,109.91,44.95,1.396,PASS,0
LOT_042_DIE_04541,LOT_042,125.69,3.612,473.11,39.031,3.755,0.6929,51.282,4.681,0.6611,91.743,139.597,6.26,0.5868,117.52,34.01,1.273,LATENT_CONTEXTUAL_OUTLIER,1
LOT_043_DIE_04542,LOT_043,125.9,3.609,496.08,7.461,2.681,0.717,8.057,2.71,0.7129,8.801,9.518,2.769,0.7067,93.05,48.01,1.193,PASS,0
LOT_044_DIE_04543,LOT_044,123.32,3.625,486.09,16.046,2.327,0.7104,16.368,2.354,0.707,17.396,18.438,2.363,0.7023,104.37,45.48,1.277,PASS,0
LOT_045_DIE_04544,LOT_045,126.72,3.626,486.31,11.486,2.267,0.7219,12.04,2.296,0.7182,12.855,13.061,2.301,0.7126,100.34,45.61,1.216,PASS,0
LOT_046_DIE_04545,LOT_046,124.21,3.617,478.17,9.76,2.848,0.6878,10.13,2.856,0.6851,10.793,11.332,2.896,0.682,105.17,41.48,1.379,PASS,0
LOT_047_DIE_04546,LOT_047,127.01,3.606,514.63,8.594,2.798,0.7003,8.929,2.817,0.6966,9.958,10.623,2.84,0.6924,116.54,48.62,1.277,PASS,0
LOT_048_DIE_04547,LOT_048,123.63,3.599,500.89,11.111,2.752,0.7119,11.385,2.784,0.7096,12.051,12.302,2.831,0.7061,103.15,41.67,1.337,PASS,0
LOT_049_DIE_04548,LOT_049,125.67,3.609,487.12,11.184,2.425,0.6835,11.858,2.461,0.6799,12.707,13.26,2.485,0.6697,103.69,44.66,1.195,PASS,0
LOT_050_DIE_04549,LOT_050,126.57,3.589,504.88,11.741,2.495,0.675,25.832,3.118,0.6456,50.824,93.155,4.077,0.5789,119.7,38.13,1.179,LATENT_DRIFT_RUNAWAY,1
LOT_001_DIE_04550,LOT_001,123.55,3.567,485.32,11.301,2.405,0.7332,12.108,2.413,0.7302,12.719,13.039,2.486,0.7264,97.79,42.81,1.236,PASS,0
LOT_002_DIE_04551,LOT_002,125.26,3.552,507.35,14.478,2.474,0.7041,14.926,2.491,0.7015,15.945,16.721,2.52,0.6981,99.26,45.68,1.295,PASS,0
LOT_003_DIE_04552,LOT_003,125.07,3.621,477.91,13.195,2.333,0.7298,13.563,2.335,0.7272,14.014,14.839,2.386,0.724,107.02,47.78,1.278,PASS,0
LOT_004_DIE_04553,LOT_004,124.69,3.64,508.36,12.525,2.358,0.735,13.088,2.391,0.7323,13.851,14.447,2.439,0.7251,97.52,44.53,1.342,PASS,0
LOT_005_DIE_04554,LOT_005,124.78,3.667,509.08,8.901,2.386,0.7161,9.209,2.409,0.7131,9.922,10.283,2.431,0.7109,99.43,43.57,1.265,PASS,0
LOT_006_DIE_04555,LOT_006,124.98,3.567,484.73,8.528,2.483,0.7403,8.976,2.518,0.7368,9.241,10.258,2.54,0.7326,103.19,44.75,1.358,PASS,0
LOT_007_DIE_04556,LOT_007,124.84,3.612,504.69,7.945,2.82,0.6697,8.19,2.833,0.6646,9.114,9.336,2.857,0.6591,103.34,47.68,1.243,PASS,0
LOT_008_DIE_04557,LOT_008,125.11,3.603,517.39,18.351,2.696,0.6784,31.432,2.916,0.6659,53.961,90.844,3.728,0.6271,106.34,39.14,1.294,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_009_DIE_04558,LOT_009,126.04,3.535,493.58,11.581,2.744,0.6872,11.974,2.766,0.6845,12.855,13.364,2.815,0.6799,97.78,46.61,1.122,PASS,0
LOT_010_DIE_04559,LOT_010,123.73,3.684,480.59,16.851,2.62,0.7078,16.962,2.637,0.7067,17.994,18.424,2.661,0.7009,91.45,43.56,1.22,PASS,0
LOT_011_DIE_04560,LOT_011,125.47,3.585,485.53,7.64,2.534,0.6992,8.139,2.542,0.6969,9.132,9.788,2.585,0.6897,97.71,44.04,1.153,PASS,0
LOT_012_DIE_04561,LOT_012,123.74,3.55,481.56,14.731,2.325,0.6946,15.235,2.356,0.6931,16.128,16.595,2.378,0.6883,94.87,45.08,1.217,PASS,0
LOT_013_DIE_04562,LOT_013,123.23,3.628,504.37,14.913,2.417,0.7434,15.015,2.442,0.7423,15.923,16.396,2.447,0.7353,106.03,45.66,1.21,PASS,0
LOT_014_DIE_04563,LOT_014,125.15,3.562,521.33,8.447,2.737,0.7011,9.12,2.753,0.6972,9.469,10.341,2.77,0.6942,106.42,47.75,1.341,PASS,0
LOT_015_DIE_04564,LOT_015,123.46,3.652,496.32,9.071,2.676,0.6993,9.708,2.678,0.6981,10.359,11.267,2.74,0.6918,100.33,43.18,1.233,PASS,0
LOT_016_DIE_04565,LOT_016,123.78,3.583,513.95,8.221,2.256,0.7246,8.284,2.285,0.7223,9.284,10.19,2.297,0.7187,106.62,39.62,1.23,PASS,0
LOT_017_DIE_04566,LOT_017,124.06,3.599,516.47,11.264,2.389,0.6941,11.609,2.419,0.6911,12.561,13.041,2.425,0.685,100.82,48.79,1.177,PASS,0
LOT_018_DIE_04567,LOT_018,124.53,3.621,486.83,12.883,2.544,0.7192,13.142,2.561,0.7161,13.824,14.371,2.582,0.7077,98.72,44.76,1.168,PASS,0
LOT_019_DIE_04568,LOT_019,125.17,3.639,519.33,10.965,2.39,0.6835,11.308,2.419,0.6797,11.664,12.165,2.466,0.6739,109.48,48.8,1.297,PASS,0
LOT_020_DIE_04569,LOT_020,125.25,3.578,497.9,9.995,2.381,0.7199,10.524,2.379,0.7158,11.583,11.984,2.426,0.7114,94.57,41.48,1.248,PASS,0
LOT_021_DIE_04570,LOT_021,123.45,3.582,506.74,12.855,2.309,0.7112,13.269,2.331,0.7081,14.45,15.119,2.335,0.7022,103.48,47.09,1.283,PASS,0
LOT_022_DIE_04571,LOT_022,126.2,3.647,496.34,10.449,2.36,0.6977,10.791,2.371,0.6956,12.1,12.644,2.397,0.6931,106.27,43.96,1.124,PASS,0
LOT_023_DIE_04572,LOT_023,125.73,3.604,497.15,8.096,2.501,0.6678,8.491,2.531,0.6651,9.779,10.154,2.569,0.6581,103.67,41.33,1.309,PASS,0
LOT_024_DIE_04573,LOT_024,126.22,3.537,477.38,11.6,2.406,0.7233,12.135,2.433,0.7205,12.582,13.265,2.433,0.7133,95.75,37.84,1.171,PASS,0
LOT_025_DIE_04574,LOT_025,123.54,3.582,500.73,11.377,2.58,0.706,11.618,2.598,0.7026,12.525,13.317,2.618,0.699,100.26,46.33,1.227,PASS,0
LOT_026_DIE_04575,LOT_026,124.9,3.647,483.73,14.838,2.681,0.7471,15.323,2.692,0.7444,16.244,17.204,2.722,0.7409,102.16,44.18,1.334,PASS,0
LOT_027_DIE_04576,LOT_027,125.22,3.606,513.12,10.114,2.297,0.7256,10.5,2.312,0.722,11.576,12.303,2.363,0.717,104.46,45.77,1.258,PASS,0
LOT_028_DIE_04577,LOT_028,124.05,3.635,511.81,10.296,2.228,0.6751,10.605,2.235,0.6749,11.255,11.368,2.271,0.667,102.56,45.51,1.203,PASS,0
LOT_029_DIE_04578,LOT_029,123.27,3.621,470.15,12.057,2.822,0.7047,12.146,2.87,0.7013,12.67,13.56,2.838,0.6984,110.98,46.38,1.391,PASS,0
LOT_030_DIE_04579,LOT_030,123.62,3.556,504.75,8.508,2.49,0.703,8.859,2.511,0.7005,10.016,10.381,2.534,0.6938,103.72,45.53,1.245,PASS,0
LOT_031_DIE_04580,LOT_031,123.92,3.57,484.82,12.014,2.381,0.7181,12.257,2.415,0.7153,13.096,13.964,2.425,0.7094,103.73,47.68,1.246,PASS,0
LOT_032_DIE_04581,LOT_032,126.3,3.579,495.26,8.552,2.296,0.7496,9.037,2.317,0.7465,9.637,10.247,2.341,0.7427,100.92,43.65,1.191,PASS,0
LOT_033_DIE_04582,LOT_033,125.94,3.59,504.66,7.838,2.656,0.686,7.869,2.678,0.6832,9.401,9.673,2.696,0.6806,102.25,41.23,1.294,PASS,0
LOT_034_DIE_04583,LOT_034,123.14,3.685,483.01,14.978,2.512,0.6904,15.441,2.539,0.6887,16.433,16.969,2.579,0.6807,103.83,46.96,1.315,PASS,0
LOT_035_DIE_04584,LOT_035,124.76,3.6,526.84,15.742,2.301,0.716,16.396,2.325,0.7154,17.394,17.763,2.324,0.7083,105.86,44.21,1.286,PASS,0
LOT_036_DIE_04585,LOT_036,123.69,3.548,486.98,13.427,2.261,0.7023,13.957,2.298,0.6987,14.663,14.797,2.371,0.692,93.73,41.86,1.245,PASS,0
LOT_037_DIE_04586,LOT_037,125.2,3.624,501.45,9.679,2.718,0.7257,10.113,2.733,0.7224,11.133,11.866,2.78,0.719,111.18,46.61,1.088,PASS,0
LOT_038_DIE_04587,LOT_038,126.41,3.638,519.57,9.08,2.652,0.7167,9.376,2.674,0.7146,10.333,10.908,2.67,0.7069,104.47,43.11,1.163,PASS,0
LOT_039_DIE_04588,LOT_039,123.97,3.529,500.37,11.959,2.317,0.7088,12.201,2.329,0.7078,13.328,13.799,2.351,0.6982,104.0,46.74,1.211,PASS,0
LOT_040_DIE_04589,LOT_040,124.67,3.693,515.24,11.913,2.696,0.7166,12.284,2.713,0.7158,12.923,13.625,2.743,0.7076,108.81,43.53,1.254,PASS,0
LOT_041_DIE_04590,LOT_041,125.25,3.552,511.35,8.113,2.532,0.6957,8.672,2.545,0.6922,9.291,10.068,2.551,0.6884,101.84,48.66,1.263,PASS,0
LOT_042_DIE_04591,LOT_042,125.22,3.575,494.23,13.009,2.395,0.7288,13.339,2.403,0.7265,14.079,14.479,2.429,0.7175,101.66,49.54,1.28,PASS,0
LOT_043_DIE_04592,LOT_043,123.46,3.663,503.53,6.528,2.257,0.7172,6.804,2.294,0.7122,8.043,8.634,2.29,0.7082,103.56,38.85,1.214,PASS,0
LOT_044_DIE_04593,LOT_044,124.38,3.618,509.02,14.11,2.615,0.7279,14.638,2.648,0.725,15.952,16.629,2.667,0.7203,89.23,44.33,1.328,PASS,0
LOT_045_DIE_04594,LOT_045,126.02,3.582,472.55,10.373,2.246,0.7389,11.259,2.267,0.7365,12.453,13.199,2.302,0.7296,102.9,44.16,1.152,PASS,0
LOT_046_DIE_04595,LOT_046,125.16,3.567,482.01,12.27,2.133,0.6953,12.628,2.157,0.6929,13.474,13.853,2.178,0.6901,94.75,42.82,1.281,PASS,0
LOT_047_DIE_04596,LOT_047,125.98,3.575,501.47,9.532,2.242,0.7117,9.721,2.268,0.708,10.426,10.648,2.303,0.7111,94.02,51.18,1.217,PASS,0
LOT_048_DIE_04597,LOT_048,124.75,3.59,480.04,12.238,2.486,0.6955,12.533,2.514,0.6956,13.721,14.324,2.497,0.6876,105.64,49.15,1.296,PASS,0
LOT_049_DIE_04598,LOT_049,123.39,3.653,485.07,11.66,2.41,0.6718,12.162,2.435,0.669,12.798,13.159,2.482,0.6625,100.02,44.72,1.167,PASS,0
